Hospital_Id,Hospital_name,State,Insurance
1983,Mayo Clinic - Phoenix,West Virginia,no
1984,Cleveland Clinic Fairview Hospital,Arizona,yes
1985,University of Wisconsin Hospital,Mississippi,no
1986,Cleveland Clinic Fairview Hospital,Oregon,no
1987,Cleveland Clinic Fairview Hospital,North Carolina,yes
1988,Brigham And Women's Hospital,Florida,no
1989,Mayo Clinic,Ohio,no
1990,Northwestern Memorial Hospital,Alabama,yes
1991,Mayo Clinic - Phoenix,Massachusetts,no
1992,Duke University Hospital,Nevada,no
1993,Mayo Clinic - Phoenix,Oklahoma,yes
1994,Ronald Reagan UCLA Medical Center,New Jersey,no
1995,UCLA Medical Center,Maine,no
1996,UCLA Medical Center,Georgia,no
1997,New York-Presbyterian Hospital,Michigan,yes
1998,Northwestern Memorial Hospital,Virginia,yes
1999,Northwestern Memorial Hospital,West Virginia,no
2000,Ronald Reagan UCLA Medical Center,Mississippi,no
2001,Ronald Reagan UCLA Medical Center,Virginia,yes
2002,Northwestern Memorial Hospital,Wisconsin,no
2003,New York-Presbyterian Hospital,Utah,yes
2004,The Johns Hopkins Hospital,Oklahoma,yes
2005,The Johns Hopkins Hospital,Michigan,no
2006,The Mount Sinai Hospital,Georgia,no
2007,NYU Langone Hospital,Michigan,yes
2008,Ronald Reagan UCLA Medical Center,Kentucky,yes
2009,University of Wisconsin Hospital,Florida,yes
2010,Massachusetts General Hospital,Utah,yes
2011,Cleveland Clinic,Alabama,no
2012,Massachusetts General Hospital,Delaware,no
2013,UCSF Medical Center,New Mexico,yes
2014,Stanford Health Care-Stanford Hospital,Missouri,yes
2015,University of Michigan Hospitals,Louisiana,yes
2016,The Mount Sinai Hospital,California,no
2017,Cleveland Clinic Fairview Hospital,Massachusetts,no
2018,UCSF Medical Center,Florida,no
2019,University of Wisconsin Hospital,South Dakota,yes
2020,Duke University Hospital,Tennessee,no
2021,Cleveland Clinic Fairview Hospital,PennsylvaniaRhode Island,yes
2022,Cleveland Clinic Fairview Hospital,Washington,no
2023,Hospitals of the University of Pennsylvania,Tennessee,no
2024,UCLA Medical Center,Nevada,no
2025,The Johns Hopkins Hospital,MontanaNebraska,yes
2026,Mayo Clinic,West Virginia,yes
2027,New York-Presbyterian Hospital,South Dakota,yes
2028,Northwestern Memorial Hospital,Arkansas,yes
2029,University of Wisconsin Hospital,Wyoming,yes
2030,The Johns Hopkins Hospital,Minnesota,yes
2031,Massachusetts General Hospital,Colorado,yes
2032,Northwestern Memorial Hospital,Texas,yes
2033,NYU Langone Hospital,Georgia,yes
2034,University of Wisconsin Hospital,New Jersey,yes
2035,Cedars-Sinai Medical Center,Georgia,no
2036,Duke University Hospital,California,yes
2037,University of Michigan Hospitals,Idaho,no
2038,New York-Presbyterian Hospital,New Hampshire,yes
2039,NYU Langone Hospital,Delaware,yes
2040,Mayo Clinic - Phoenix,PennsylvaniaRhode Island,no
2041,The Johns Hopkins Hospital,New Hampshire,yes
2042,Hospitals of the University of Pennsylvania,Delaware,yes
2043,UCLA Medical Center,Maine,no
2044,Cedars-Sinai Medical Center,Arizona,yes
2045,Hospitals of the University of Pennsylvania,Alabama,yes
2046,New York-Presbyterian Hospital,Texas,yes
2047,University of Wisconsin Hospital,Connecticut,yes
2048,Cedars-Sinai Medical Center,North Carolina,yes
2049,NYU Langone Hospital,Kentucky,yes
2050,Mayo Clinic,Massachusetts,no
2051,Massachusetts General Hospital,California,yes
2052,NYU Langone Hospital,Mississippi,no
2053,Ronald Reagan UCLA Medical Center,Missouri,no
2054,Hospitals of the University of Pennsylvania,New Hampshire,no
2055,Stanford Health Care-Stanford Hospital,Kansas,no
2056,NYU Langone Hospital,Massachusetts,yes
2057,University of Michigan Hospitals,North Carolina,yes
2058,Mayo Clinic,Idaho,yes
2059,University of Wisconsin Hospital,New Hampshire,no
2060,Mayo Clinic,Iowa,yes
2061,Duke University Hospital,Kentucky,yes
2062,Mayo Clinic,Kentucky,no
2063,University of Michigan Hospitals,Wisconsin,yes
2064,UCLA Medical Center,Georgia,no
2065,University of Wisconsin Hospital,Kansas,no
2066,NYU Langone Hospital,Massachusetts,no
2067,Ronald Reagan UCLA Medical Center,South Carolina,no
2068,Hospitals of the University of Pennsylvania,Idaho,yes
2069,Massachusetts General Hospital,Michigan,yes
2070,Cleveland Clinic,Massachusetts,yes
2071,University of Michigan Hospitals,PennsylvaniaRhode Island,yes
2072,University of Wisconsin Hospital,Florida,yes
2073,Ronald Reagan UCLA Medical Center,Arkansas,yes
2074,Cleveland Clinic Fairview Hospital,Connecticut,no
2075,The Mount Sinai Hospital,Alabama,no
2076,University of Wisconsin Hospital,South Carolina,yes
2077,UCLA Medical Center,Virginia,yes
2078,Stanford Health Care-Stanford Hospital,Florida,no
2079,NYU Langone Hospital,Delaware,yes
2080,NYU Langone Hospital,New Jersey,yes
2081,UCSF Medical Center,Michigan,no
2082,The Johns Hopkins Hospital,Mississippi,yes
2083,University of Wisconsin Hospital,New Jersey,no
2084,University of Michigan Hospitals,Louisiana,yes
2085,Northwestern Memorial Hospital,West Virginia,no
2086,University of Michigan Hospitals,Vermont,yes
2087,UCSF Medical Center,North Dakota,yes
2088,Mayo Clinic,California,yes
2089,Ronald Reagan UCLA Medical Center,South Carolina,yes
2090,University of Michigan Hospitals,MontanaNebraska,yes
2091,Hospitals of the University of Pennsylvania,Wyoming,no
2092,University of Michigan Hospitals,Virginia,no
2093,New York-Presbyterian Hospital,Wisconsin,yes
2094,Duke University Hospital,Connecticut,yes
2095,The Mount Sinai Hospital,New Hampshire,yes
2096,UCSF Medical Center,MontanaNebraska,no
2097,Ronald Reagan UCLA Medical Center,Oregon,yes
2098,UCLA Medical Center,Tennessee,no
2099,Mayo Clinic - Phoenix,Tennessee,yes
2100,Duke University Hospital,IllinoisIndiana,yes
2101,Brigham And Women's Hospital,Oklahoma,no
2102,Cleveland Clinic,Missouri,yes
2103,New York-Presbyterian Hospital,IllinoisIndiana,no
2104,University of Michigan Hospitals,West Virginia,no
2105,Mayo Clinic,Vermont,yes
2106,UCLA Medical Center,Utah,no
2107,Ronald Reagan UCLA Medical Center,Kansas,yes
2108,University of Michigan Hospitals,Connecticut,yes
2109,NYU Langone Hospital,New Mexico,yes
2110,NYU Langone Hospital,South Dakota,no
2111,UCSF Medical Center,South Carolina,no
2112,UCLA Medical Center,California,no
2113,The Mount Sinai Hospital,Arkansas,yes
2114,Cleveland Clinic,Missouri,yes
2115,Cleveland Clinic Fairview Hospital,South Carolina,yes
2116,Cleveland Clinic,Alaska,no
2117,Stanford Health Care-Stanford Hospital,Mississippi,yes
2118,University of Michigan Hospitals,Texas,no
2119,New York-Presbyterian Hospital,Tennessee,yes
2120,Massachusetts General Hospital,Mississippi,yes
2121,The Johns Hopkins Hospital,Delaware,no
2122,Ronald Reagan UCLA Medical Center,Utah,yes
2123,The Mount Sinai Hospital,Alabama,yes
2124,NYU Langone Hospital,Arkansas,yes
2125,University of Michigan Hospitals,IllinoisIndiana,no
2126,Massachusetts General Hospital,Wyoming,yes
2127,Mayo Clinic - Phoenix,Louisiana,no
2128,Ronald Reagan UCLA Medical Center,Maryland,yes
2129,Duke University Hospital,Virginia,no
2130,NYU Langone Hospital,Ohio,yes
2131,Massachusetts General Hospital,Vermont,no
2132,Cleveland Clinic Fairview Hospital,New Hampshire,yes
2133,New York-Presbyterian Hospital,Oklahoma,no
2134,University of Michigan Hospitals,Connecticut,no
2135,University of Michigan Hospitals,Minnesota,no
2136,UCSF Medical Center,New Mexico,no
2137,UCLA Medical Center,Utah,yes
2138,The Mount Sinai Hospital,Arizona,yes
2139,Cleveland Clinic Fairview Hospital,California,yes
2140,UCSF Medical Center,Massachusetts,no
2141,Cedars-Sinai Medical Center,Kansas,yes
2142,UCLA Medical Center,New Hampshire,yes
2143,Mayo Clinic,California,no
2144,Duke University Hospital,Louisiana,no
2145,NYU Langone Hospital,North Dakota,no
2146,New York-Presbyterian Hospital,Utah,no
2147,Brigham And Women's Hospital,Mississippi,yes
2148,The Mount Sinai Hospital,New Hampshire,no
2149,Mayo Clinic,Wisconsin,no
2150,Cleveland Clinic,Mississippi,no
2151,Stanford Health Care-Stanford Hospital,Hawaii,yes
2152,Ronald Reagan UCLA Medical Center,Alabama,yes
2153,Mayo Clinic,Washington,yes
2154,Mayo Clinic - Phoenix,Arkansas,yes
2155,Cedars-Sinai Medical Center,Maine,yes
2156,The Mount Sinai Hospital,South Dakota,no
2157,University of Wisconsin Hospital,Hawaii,no
2158,Massachusetts General Hospital,Florida,no
2159,Brigham And Women's Hospital,Vermont,no
2160,New York-Presbyterian Hospital,Florida,yes
2161,The Johns Hopkins Hospital,PennsylvaniaRhode Island,yes
2162,Ronald Reagan UCLA Medical Center,Georgia,no
2163,Cleveland Clinic Fairview Hospital,Maine,yes
2164,Cedars-Sinai Medical Center,Connecticut,yes
2165,Brigham And Women's Hospital,Connecticut,no
2166,Stanford Health Care-Stanford Hospital,Maryland,no
2167,New York-Presbyterian Hospital,Texas,no
2168,University of Wisconsin Hospital,Nevada,yes
2169,Cleveland Clinic,New Mexico,no
2170,New York-Presbyterian Hospital,Wisconsin,no
2171,Northwestern Memorial Hospital,Vermont,yes
2172,Mayo Clinic - Phoenix,Alaska,no
2173,Duke University Hospital,Alaska,no
2174,Cedars-Sinai Medical Center,Kansas,yes
2175,UCSF Medical Center,Virginia,no
2176,The Mount Sinai Hospital,Wisconsin,yes
2177,Brigham And Women's Hospital,Alaska,yes
2178,Northwestern Memorial Hospital,Arizona,yes
2179,Cedars-Sinai Medical Center,North Dakota,yes
2180,Cedars-Sinai Medical Center,Michigan,yes
2181,Northwestern Memorial Hospital,Iowa,no
2182,The Mount Sinai Hospital,Massachusetts,yes
2183,NYU Langone Hospital,Georgia,no
2184,Mayo Clinic - Phoenix,Mississippi,no
2185,Cedars-Sinai Medical Center,Hawaii,yes
2186,Cleveland Clinic Fairview Hospital,West Virginia,yes
2187,Cleveland Clinic,PennsylvaniaRhode Island,no
2188,NYU Langone Hospital,Nevada,yes
2189,Hospitals of the University of Pennsylvania,Minnesota,no
2190,Mayo Clinic,Texas,no
2191,Northwestern Memorial Hospital,Michigan,yes
2192,New York-Presbyterian Hospital,South Dakota,no
2193,UCLA Medical Center,West Virginia,no
2194,The Mount Sinai Hospital,South Carolina,yes
2195,UCLA Medical Center,Idaho,yes
2196,Massachusetts General Hospital,Texas,no
2197,Duke University Hospital,Maine,yes
2198,Mayo Clinic - Phoenix,Delaware,yes
2199,New York-Presbyterian Hospital,Oklahoma,yes
2200,Cleveland Clinic Fairview Hospital,Oklahoma,no
2201,Brigham And Women's Hospital,Delaware,no
2202,Cleveland Clinic Fairview Hospital,Texas,no
2203,Mayo Clinic - Phoenix,Minnesota,yes
2204,Northwestern Memorial Hospital,Arkansas,yes
2205,UCLA Medical Center,Alaska,no
2206,New York-Presbyterian Hospital,Virginia,yes
2207,University of Michigan Hospitals,Missouri,yes
2208,UCSF Medical Center,Maine,no
2209,University of Michigan Hospitals,Kentucky,yes
2210,Brigham And Women's Hospital,PennsylvaniaRhode Island,yes
2211,UCLA Medical Center,Utah,yes
2212,New York-Presbyterian Hospital,Utah,yes
2213,Northwestern Memorial Hospital,New Mexico,yes
2214,Cleveland Clinic,Hawaii,yes
2215,Northwestern Memorial Hospital,New Jersey,yes
2216,Ronald Reagan UCLA Medical Center,Iowa,yes
2217,University of Wisconsin Hospital,IllinoisIndiana,no
2218,The Mount Sinai Hospital,Louisiana,no
2219,Mayo Clinic - Phoenix,Kansas,no
2220,Duke University Hospital,Wyoming,yes
2221,University of Wisconsin Hospital,Virginia,yes
2222,NYU Langone Hospital,Georgia,yes
2223,University of Wisconsin Hospital,Louisiana,yes
2224,NYU Langone Hospital,MontanaNebraska,no
2225,Mayo Clinic - Phoenix,South Dakota,yes
2226,Stanford Health Care-Stanford Hospital,Delaware,yes
2227,Cedars-Sinai Medical Center,Michigan,no
2228,New York-Presbyterian Hospital,South Dakota,no
2229,Northwestern Memorial Hospital,Minnesota,no
2230,NYU Langone Hospital,Michigan,yes
2231,The Johns Hopkins Hospital,Mississippi,no
2232,UCSF Medical Center,Massachusetts,yes
2233,UCSF Medical Center,Nevada,no
2234,Hospitals of the University of Pennsylvania,Georgia,yes
2235,Cleveland Clinic Fairview Hospital,Delaware,yes
2236,Mayo Clinic,New York,yes
2237,Cedars-Sinai Medical Center,Michigan,no
2238,Northwestern Memorial Hospital,New York,yes
2239,Cleveland Clinic,Nevada,no
2240,Brigham And Women's Hospital,Delaware,no
2241,Cedars-Sinai Medical Center,Michigan,no
2242,Northwestern Memorial Hospital,Delaware,no
2243,Brigham And Women's Hospital,Idaho,no
2244,University of Michigan Hospitals,Idaho,no
2245,The Mount Sinai Hospital,Tennessee,no
2246,Cleveland Clinic Fairview Hospital,Tennessee,yes
2247,Northwestern Memorial Hospital,New Hampshire,yes
2248,The Mount Sinai Hospital,Louisiana,no
2249,University of Wisconsin Hospital,Wisconsin,no
2250,New York-Presbyterian Hospital,Maine,yes
2251,Stanford Health Care-Stanford Hospital,Oregon,yes
2252,The Johns Hopkins Hospital,Massachusetts,yes
2253,Cleveland Clinic,IllinoisIndiana,yes
2254,University of Wisconsin Hospital,Oklahoma,yes
2255,UCLA Medical Center,Kansas,yes
2256,Cleveland Clinic Fairview Hospital,Virginia,no
2257,New York-Presbyterian Hospital,Tennessee,no
2258,Mayo Clinic,Alabama,no
2259,Mayo Clinic,Texas,no
2260,The Mount Sinai Hospital,West Virginia,no
2261,Hospitals of the University of Pennsylvania,IllinoisIndiana,yes
2262,University of Wisconsin Hospital,Vermont,yes
2263,University of Wisconsin Hospital,Louisiana,yes
2264,NYU Langone Hospital,Minnesota,no
2265,Ronald Reagan UCLA Medical Center,Virginia,no
2266,Mayo Clinic - Phoenix,Arizona,yes
2267,New York-Presbyterian Hospital,IllinoisIndiana,no
2268,Cleveland Clinic Fairview Hospital,Utah,yes
2269,Brigham And Women's Hospital,Michigan,yes
2270,University of Michigan Hospitals,Michigan,yes
2271,Mayo Clinic - Phoenix,Virginia,no
2272,Hospitals of the University of Pennsylvania,Delaware,yes
2273,UCLA Medical Center,Idaho,no
2274,Mayo Clinic - Phoenix,Maine,yes
2275,The Mount Sinai Hospital,Georgia,yes
2276,University of Michigan Hospitals,Arizona,no
2277,Mayo Clinic - Phoenix,Mississippi,yes
2278,Cleveland Clinic Fairview Hospital,Oklahoma,no
2279,Mayo Clinic - Phoenix,South Dakota,yes
2280,NYU Langone Hospital,Texas,no
2281,University of Michigan Hospitals,South Carolina,no
2282,Ronald Reagan UCLA Medical Center,New York,no
2283,Mayo Clinic,Minnesota,yes
2284,Brigham And Women's Hospital,Kentucky,yes
2285,Cleveland Clinic,Idaho,no
2286,Ronald Reagan UCLA Medical Center,Wyoming,no
2287,The Johns Hopkins Hospital,New York,no
2288,University of Wisconsin Hospital,PennsylvaniaRhode Island,no
2289,Mayo Clinic - Phoenix,New York,yes
2290,Northwestern Memorial Hospital,Michigan,yes
2291,The Johns Hopkins Hospital,Minnesota,yes
2292,UCSF Medical Center,Washington,no
2293,Cleveland Clinic,MontanaNebraska,yes
2294,Mayo Clinic,Arkansas,yes
2295,University of Wisconsin Hospital,New Mexico,yes
2296,University of Wisconsin Hospital,Idaho,yes
2297,Mayo Clinic - Phoenix,Missouri,yes
2298,University of Michigan Hospitals,Alaska,yes
2299,University of Michigan Hospitals,Maine,no
2300,Cleveland Clinic,Ohio,yes
2301,Ronald Reagan UCLA Medical Center,Iowa,no
2302,NYU Langone Hospital,MontanaNebraska,yes
2303,Cleveland Clinic Fairview Hospital,South Carolina,yes
2304,The Mount Sinai Hospital,Iowa,no
2305,University of Michigan Hospitals,Florida,no
2306,Northwestern Memorial Hospital,Maine,yes
2307,The Johns Hopkins Hospital,New Jersey,yes
2308,Brigham And Women's Hospital,New Jersey,no
2309,Mayo Clinic - Phoenix,Delaware,no
2310,Massachusetts General Hospital,New Mexico,no
2311,Mayo Clinic - Phoenix,Tennessee,no
2312,Cedars-Sinai Medical Center,Colorado,yes
2313,The Mount Sinai Hospital,Iowa,yes
2314,UCSF Medical Center,Maryland,yes
2315,The Johns Hopkins Hospital,California,yes
2316,The Johns Hopkins Hospital,West Virginia,yes
2317,NYU Langone Hospital,Virginia,no
2318,The Johns Hopkins Hospital,Ohio,yes
2319,Cleveland Clinic Fairview Hospital,Minnesota,no
2320,The Mount Sinai Hospital,Georgia,no
2321,UCSF Medical Center,Kentucky,no
2322,Duke University Hospital,New Hampshire,yes
2323,The Mount Sinai Hospital,Massachusetts,no
2324,UCLA Medical Center,IllinoisIndiana,no
2325,New York-Presbyterian Hospital,Florida,no
2326,The Johns Hopkins Hospital,Mississippi,no
2327,Northwestern Memorial Hospital,Wyoming,no
2328,Duke University Hospital,South Dakota,no
2329,The Mount Sinai Hospital,North Carolina,yes
2330,Cleveland Clinic,Vermont,yes
2331,Ronald Reagan UCLA Medical Center,Idaho,no
2332,UCLA Medical Center,Kentucky,yes
2333,New York-Presbyterian Hospital,Washington,yes
2334,Ronald Reagan UCLA Medical Center,New York,yes
2335,The Mount Sinai Hospital,Mississippi,yes
2336,The Johns Hopkins Hospital,Oklahoma,yes
2337,Hospitals of the University of Pennsylvania,Alaska,no
2338,Brigham And Women's Hospital,Ohio,yes
2339,Mayo Clinic,Oregon,yes
2340,Ronald Reagan UCLA Medical Center,Hawaii,yes
2341,Cleveland Clinic Fairview Hospital,Arizona,yes
2342,University of Michigan Hospitals,Tennessee,no
2343,Mayo Clinic,Hawaii,yes
2344,UCLA Medical Center,South Carolina,no
2345,University of Wisconsin Hospital,Colorado,yes
2346,Stanford Health Care-Stanford Hospital,Oregon,no
2347,Ronald Reagan UCLA Medical Center,Arizona,no
2348,Massachusetts General Hospital,North Dakota,yes
2349,Cleveland Clinic,Louisiana,yes
2350,The Mount Sinai Hospital,Washington,yes
2351,The Johns Hopkins Hospital,MontanaNebraska,yes
2352,The Mount Sinai Hospital,Arizona,yes
2353,Brigham And Women's Hospital,New Jersey,no
2354,University of Michigan Hospitals,North Dakota,yes
2355,University of Wisconsin Hospital,New Mexico,yes
2356,Massachusetts General Hospital,New Hampshire,no
2357,Stanford Health Care-Stanford Hospital,Massachusetts,yes
2358,Northwestern Memorial Hospital,Tennessee,yes
2359,University of Michigan Hospitals,Kansas,no
2360,Cedars-Sinai Medical Center,New Hampshire,no
2361,Mayo Clinic,Tennessee,no
2362,University of Wisconsin Hospital,Wisconsin,yes
2363,NYU Langone Hospital,Maine,no
2364,The Johns Hopkins Hospital,West Virginia,no
2365,Massachusetts General Hospital,Texas,no
2366,Stanford Health Care-Stanford Hospital,Vermont,yes
2367,Northwestern Memorial Hospital,North Dakota,yes
2368,Stanford Health Care-Stanford Hospital,New Hampshire,no
2369,NYU Langone Hospital,Colorado,no
2370,Cleveland Clinic Fairview Hospital,Maine,yes
2371,Cedars-Sinai Medical Center,Michigan,yes
2372,Stanford Health Care-Stanford Hospital,North Carolina,yes
2373,The Johns Hopkins Hospital,Washington,yes
2374,Cedars-Sinai Medical Center,Michigan,no
2375,NYU Langone Hospital,Oregon,yes
2376,University of Wisconsin Hospital,Massachusetts,yes
2377,University of Wisconsin Hospital,California,no
2378,Stanford Health Care-Stanford Hospital,Florida,yes
2379,UCSF Medical Center,South Dakota,yes
2380,Duke University Hospital,Alaska,yes
2381,Cleveland Clinic,West Virginia,no
2382,Duke University Hospital,New Hampshire,yes
2383,Massachusetts General Hospital,Minnesota,no
2384,New York-Presbyterian Hospital,Missouri,no
2385,The Johns Hopkins Hospital,Ohio,yes
2386,Massachusetts General Hospital,Louisiana,yes
2387,Brigham And Women's Hospital,New Hampshire,yes
2388,Cedars-Sinai Medical Center,Alaska,no
2389,Cleveland Clinic Fairview Hospital,Delaware,yes
2390,The Mount Sinai Hospital,South Carolina,yes
2391,The Johns Hopkins Hospital,Alabama,no
2392,The Mount Sinai Hospital,Maryland,yes
2393,Ronald Reagan UCLA Medical Center,South Dakota,yes
2394,University of Michigan Hospitals,Wisconsin,no
2395,The Mount Sinai Hospital,Tennessee,no
2396,Northwestern Memorial Hospital,IllinoisIndiana,no
2397,The Johns Hopkins Hospital,Vermont,no
2398,Cleveland Clinic,Mississippi,no
2399,The Johns Hopkins Hospital,Kansas,yes
2400,Northwestern Memorial Hospital,Maryland,no
2401,Brigham And Women's Hospital,Alaska,no
2402,UCLA Medical Center,Massachusetts,no
2403,UCSF Medical Center,Utah,no
2404,The Johns Hopkins Hospital,North Carolina,no
2405,The Johns Hopkins Hospital,Idaho,no
2406,Ronald Reagan UCLA Medical Center,West Virginia,yes
2407,Mayo Clinic - Phoenix,Iowa,yes
2408,Brigham And Women's Hospital,New York,yes
2409,University of Wisconsin Hospital,Utah,no
2410,Ronald Reagan UCLA Medical Center,Tennessee,no
2411,Northwestern Memorial Hospital,PennsylvaniaRhode Island,yes
2412,Cleveland Clinic,MontanaNebraska,no
2413,Brigham And Women's Hospital,Alabama,no
2414,Cleveland Clinic,West Virginia,no
2415,Cleveland Clinic Fairview Hospital,Maryland,yes
2416,UCLA Medical Center,Georgia,no
2417,Massachusetts General Hospital,Maine,no
2418,Ronald Reagan UCLA Medical Center,Oregon,yes
2419,Cleveland Clinic Fairview Hospital,Maine,yes
2420,Northwestern Memorial Hospital,South Carolina,no
2421,Brigham And Women's Hospital,Ohio,yes
2422,Brigham And Women's Hospital,New Hampshire,no
2423,Duke University Hospital,West Virginia,yes
2424,Duke University Hospital,Massachusetts,no
2425,The Mount Sinai Hospital,California,no
2426,Brigham And Women's Hospital,Michigan,no
2427,Cleveland Clinic Fairview Hospital,Mississippi,no
2428,Mayo Clinic,Tennessee,yes
2429,Mayo Clinic - Phoenix,Idaho,no
2430,UCSF Medical Center,New York,no
2431,The Johns Hopkins Hospital,Connecticut,yes
2432,University of Wisconsin Hospital,Mississippi,no
2433,Northwestern Memorial Hospital,Washington,no
2434,Mayo Clinic - Phoenix,Arkansas,yes
2435,The Johns Hopkins Hospital,Arizona,yes
2436,NYU Langone Hospital,Idaho,yes
2437,Hospitals of the University of Pennsylvania,North Dakota,yes
2438,NYU Langone Hospital,North Carolina,no
2439,NYU Langone Hospital,North Dakota,yes
2440,UCSF Medical Center,Colorado,no
2441,Cleveland Clinic Fairview Hospital,Virginia,yes
2442,NYU Langone Hospital,Utah,yes
2443,NYU Langone Hospital,North Carolina,no
2444,Duke University Hospital,New Jersey,yes
2445,Northwestern Memorial Hospital,New Jersey,no
2446,Ronald Reagan UCLA Medical Center,Massachusetts,no
2447,UCLA Medical Center,South Carolina,no
2448,Cleveland Clinic Fairview Hospital,Washington,yes
2449,Cleveland Clinic Fairview Hospital,Wyoming,yes
2450,The Mount Sinai Hospital,Oklahoma,no
2451,The Mount Sinai Hospital,Maine,no
2452,Cleveland Clinic,New York,no
2453,Cedars-Sinai Medical Center,New Mexico,yes
2454,Northwestern Memorial Hospital,Alaska,yes
2455,University of Michigan Hospitals,Arkansas,no
2456,Cleveland Clinic,Idaho,yes
2457,Hospitals of the University of Pennsylvania,Tennessee,no
2458,UCLA Medical Center,Alabama,no
2459,NYU Langone Hospital,Wyoming,yes
2460,UCSF Medical Center,New Hampshire,no
2461,Northwestern Memorial Hospital,Minnesota,no
2462,UCSF Medical Center,MontanaNebraska,yes
2463,UCSF Medical Center,Arizona,yes
2464,NYU Langone Hospital,Delaware,no
2465,Hospitals of the University of Pennsylvania,Tennessee,no
2466,Cedars-Sinai Medical Center,Arizona,no
2467,Hospitals of the University of Pennsylvania,Mississippi,yes
2468,Northwestern Memorial Hospital,Tennessee,no
2469,Ronald Reagan UCLA Medical Center,Nevada,yes
2470,New York-Presbyterian Hospital,Idaho,no
2471,University of Michigan Hospitals,Minnesota,no
2472,Northwestern Memorial Hospital,Connecticut,yes
2473,Ronald Reagan UCLA Medical Center,Texas,no
2474,Brigham And Women's Hospital,New Hampshire,no
2475,New York-Presbyterian Hospital,Nevada,yes
2476,Cleveland Clinic,Arkansas,no
2477,UCLA Medical Center,Oregon,yes
2478,Brigham And Women's Hospital,New Mexico,no
2479,Duke University Hospital,New York,no
2480,The Mount Sinai Hospital,Oregon,no
2481,Brigham And Women's Hospital,South Carolina,yes
2482,Cleveland Clinic,Arizona,yes
2483,Northwestern Memorial Hospital,Ohio,no
2484,Northwestern Memorial Hospital,Mississippi,yes
2485,NYU Langone Hospital,Georgia,yes
2486,Cedars-Sinai Medical Center,Tennessee,yes
2487,The Mount Sinai Hospital,Vermont,yes
2488,The Johns Hopkins Hospital,Connecticut,no
2489,Hospitals of the University of Pennsylvania,Arkansas,yes
2490,Mayo Clinic,Kansas,yes
2491,Mayo Clinic,Arizona,no
2492,Cleveland Clinic,MontanaNebraska,yes
2493,UCLA Medical Center,Louisiana,no
2494,Cleveland Clinic Fairview Hospital,Louisiana,no
2495,Ronald Reagan UCLA Medical Center,PennsylvaniaRhode Island,yes
2496,Stanford Health Care-Stanford Hospital,West Virginia,yes
2497,Mayo Clinic - Phoenix,Missouri,no
2498,The Mount Sinai Hospital,Hawaii,yes
2499,University of Michigan Hospitals,Michigan,no
2500,New York-Presbyterian Hospital,Minnesota,yes
2501,Brigham And Women's Hospital,Louisiana,yes
2502,Massachusetts General Hospital,PennsylvaniaRhode Island,yes
2503,New York-Presbyterian Hospital,Minnesota,no
2504,Brigham And Women's Hospital,Delaware,yes
2505,University of Wisconsin Hospital,Delaware,no
2506,Northwestern Memorial Hospital,Arkansas,yes
2507,Northwestern Memorial Hospital,Mississippi,no
2508,Mayo Clinic,New Mexico,yes
2509,Cleveland Clinic,Ohio,yes
2510,New York-Presbyterian Hospital,Arkansas,no
2511,Massachusetts General Hospital,South Dakota,yes
2512,University of Wisconsin Hospital,Alabama,no
2513,Brigham And Women's Hospital,Georgia,no
2514,Stanford Health Care-Stanford Hospital,Nevada,yes
2515,University of Wisconsin Hospital,Iowa,yes
2516,New York-Presbyterian Hospital,Missouri,yes
2517,Mayo Clinic - Phoenix,Massachusetts,no
2518,University of Wisconsin Hospital,Massachusetts,no
2519,University of Wisconsin Hospital,North Carolina,no
2520,Cleveland Clinic Fairview Hospital,Kansas,no
2521,The Johns Hopkins Hospital,Louisiana,no
2522,The Mount Sinai Hospital,Hawaii,no
2523,Cedars-Sinai Medical Center,Minnesota,no
2524,Hospitals of the University of Pennsylvania,Massachusetts,no
2525,Cleveland Clinic,Texas,no
2526,UCSF Medical Center,Vermont,no
2527,University of Wisconsin Hospital,Washington,no
2528,Ronald Reagan UCLA Medical Center,Kansas,yes
2529,Northwestern Memorial Hospital,Vermont,no
2530,Brigham And Women's Hospital,Vermont,no
2531,Mayo Clinic - Phoenix,Hawaii,no
2532,Brigham And Women's Hospital,New York,no
2533,Massachusetts General Hospital,North Dakota,no
2534,Northwestern Memorial Hospital,South Dakota,yes
2535,UCLA Medical Center,Connecticut,no
2536,Mayo Clinic - Phoenix,Kentucky,yes
2537,NYU Langone Hospital,MontanaNebraska,yes
2538,Cleveland Clinic,Alabama,yes
2539,Cleveland Clinic Fairview Hospital,Idaho,no
2540,Duke University Hospital,Virginia,yes
2541,Mayo Clinic,North Dakota,no
2542,The Johns Hopkins Hospital,Ohio,yes
2543,Stanford Health Care-Stanford Hospital,Colorado,no
2544,The Johns Hopkins Hospital,Idaho,yes
2545,UCLA Medical Center,New Hampshire,yes
2546,UCLA Medical Center,Wisconsin,no
2547,Cedars-Sinai Medical Center,Mississippi,no
2548,University of Wisconsin Hospital,Nevada,no
2549,Massachusetts General Hospital,Wisconsin,yes
2550,The Mount Sinai Hospital,Idaho,yes
2551,Duke University Hospital,Iowa,yes
2552,NYU Langone Hospital,Kentucky,yes
2553,Mayo Clinic - Phoenix,Nevada,no
